동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
542,13088,회사동료,대리_직원_여직원,미식,맛집_맥주_카페
213,5573,기타가족,엄마_이모_가족,자연경관,바다_바닷가_해수욕장
174,648,연인,애인_커플_여자친구,레포츠/운동,낚시_수영장_캠핑
74,637,자녀,아들_딸_워킹맘,문화예술,노래방_공장_클럽
41,298,부모님,아버님_어머님_할머니,휴식/힐링,나들이_힐링_신혼여행
30,203,배우자,남편_신랑_와이프,역사유적,성당_다리_한옥
23,26,학생,고딩_중딩_대학생,반려동물,유기견_애견_반려동물
15,11,친구,친구,체험,수학여행_시티투어
8,0,싱글,싱글_혼자,,
