업종대분류명,업종중분류명,중분류 소비액
쇼핑업,관광기념품,3.92064215E8
쇼핑업,레저용품쇼핑,3.401863135E9
쇼핑업,대형쇼핑몰,1.8620350554E11
숙박업,호텔,1.1408662866E10
숙박업,콘도,4.19543936E9
숙박업,캠핑장/펜션,8.265087E7
숙박업,기타숙박,2.396876398E9
식음료업,식음료,1.07299202561E11
여가서비스업,관광유원시설,1.243837238E9
여가서비스업,골프장,2.0549030295E10
여가서비스업,기타레저,3.502085961E9
여가서비스업,문화서비스,7.89414082E8
여행업,여행업,1130000.0
운송업,렌터카,1.25315E7
