업종대분류명,업종중분류명,중분류 소비액
쇼핑업,레저용품쇼핑,5.17920099E8
쇼핑업,관광기념품,1.0028E7
숙박업,캠핑장/펜션,4.7144144E7
숙박업,기타숙박,6.02631773E8
식음료업,식음료,1.3223172334E10
여가서비스업,기타레저,1.21313956E8
여가서비스업,문화서비스,2.414194E8
여가서비스업,골프장,6.51275E7
여가서비스업,관광유원시설,2.109175E8
운송업,수상운송,20000.0
운송업,육상운송,450000.0
