연령대,남성방문 비율,여성방문 비율
70세 이상,3.9,3.2
60~69세,12.0,8.2
50~59세,14.0,13.0
40~49세,9.4,7.0
30~39세,7.0,5.9
20~29세,5.7,4.9
10~19세,2.0,2.2
