연령대,남성방문 비율,여성방문 비율
70세 이상,2.6,0.7
60~69세,4.6,4.0
50~59세,5.8,5.5
40~49세,11.4,11.9
30~39세,14.6,17.9
20~29세,7.1,7.8
10~19세,2.6,2.0
