연령대,남성방문 비율,여성방문 비율
70세 이상,8.9,7.8
60~69세,11.2,11.6
50~59세,10.2,12.6
40~49세,5.9,6.5
30~39세,5.2,4.0
20~29세,6.4,6.2
10~19세,1.5,1.3
