동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
2,166,부모님,할머니,자연경관,바다_해안_바닷가,해녀박물관
1,78,자녀,아들,미식,식당_차_칼국수,해녀박물관
0,25,,,문화예술,박물관_전시관_도서관,해녀박물관
0,2,,,레포츠/운동,놀이터,해녀박물관
0,2,,,휴식/힐링,힐링,해녀박물관
0,2,,,반려동물,애견,해녀박물관
0,1,,,역사유적,유적지,해녀박물관
