순위,업소명,주소,분류,현지인 검색 수
1,신호등회관,전남 진도군 남동1길 66-0,한식,495
2,용천식당,전남 진도군 초평길 64-0,한식,442
3,모도상회,전남 진도군 초평길 54-0,카페/찻집,389
4,작은갤러리,전남 진도군 헌복동길 14-0,한식,366
5,그냥경양식,전남 진도군 철마길 3-8,외국식,296
6,수품항,전남 진도군 수품길 35-0,카페/찻집,287
7,진도아리랑회센터,전남 진도군 쌍정1길 8-6,외국식,272
8,꽃피는전복식당2,전남 진도군 초사로 224-0,외국식,262
9,자영이네[한식],전남 진도군 쌍정2길 15-7,한식,244
10,소담,전남 진도군 초평길 5-0,한식,222
11,묵은지,전남 진도군 남동1길 12-5,한식,151
12,이화식당,전남 진도군 남동1길 55-0,한식,146
13,달님이네맛집,전남 진도군 서문길 8-21,한식,144
14,콩밭에,전남 진도군 남동1길 62-21,한식,133
15,구름숲아토리 커피하우스,전남 진도군 의신사천길 26-0,카페/찻집,131
16,굴포식당,전남 진도군 진도대로 4194-1,한식,127
17,나노로그스토어,전남 진도군 인지독치1길 21-1,카페/찻집,123
18,꿈의세계카페,전남 진도군 명량대첩로 37-0,카페/찻집,108
19,청호회관,전남 진도군 성동길 3-0,한식,103
20,파리바게뜨전남진도점,전남 진도군 남문길 20-0,간이음식,100
21,이순신중화요리[중식],전남 진도군 진도대로 8444-0,외국식,96
22,뱃고동,전남 진도군 동외3길 37-0,외국식,90
23,가온전복,전남 진도군 초평길 70-1,외국식,82
24,용천식당,전남 진도군 초평길 64-0,외국식,80
25,카페도캐,전남 진도군 서문길 1-0,카페/찻집,79
26,LIVIN,전남 진도군 헌복동길 34-0,카페/찻집,68
27,통발,전남 진도군 송군길 35-0,외국식,63
28,꽃피는전복식당,전남 진도군 송군길 1-0,외국식,51
28,이디야커피진도점,전남 진도군 서문길 40-0,카페/찻집,51
30,청담골,전남 진도군 남동1길 36-0,한식,49
31,숯불구이화우정,전남 진도군 진도대로 7141-0,한식,45
32,롯데리아진도점,전남 진도군 남문길 6-0,간이음식,44
33,우정농원가든,전남 진도군 연산길 106-0,한식,40
34,꽃게선장낙지박사,전남 진도군 초사로 66-1,외국식,39
35,진도각식당휴게소,전남 진도군 명량대첩로 11-0,한식,38
35,해미원,전남 진도군 교동5길 109-0,한식,38
37,쪽빛,전남 진도군 송군길 30-37,한식,36
38,가마솥기사뷔페[한식],전남 진도군 고막매길 2-0,한식,35
39,용문가든,전남 진도군 회동길 14-16,한식,29
40,횟집서우담,전남 진도군 남산로 130-46,외국식,28
41,사랑방식당,전남 진도군 쌍정2길 22-0,한식,26
41,진도에서횟집,전남 진도군 초사로 283-0,외국식,26
43,용궁관[중식],전남 진도군 지산로 1181-0,외국식,24
43,진도밤바다,전남 진도군 녹진길 5-0,외국식,24
45,해비치,전남 진도군 세방낙조로 131-0,카페/찻집,23
45,토방마루,전남 진도군 남산로 124-6,한식,23
47,영동1번지,전남 진도군 남동4길 7-29,한식,22
48,카페베네진도점,전남 진도군 남문길 4-0,카페/찻집,21
49,배스킨라빈스전남진도점,전남 진도군 남문길 5-0,간이음식,19
49,해오름카페,전남 진도군 초평길 108-132,카페/찻집,19
51,진도타워 스카이,전남 진도군 만금길 112-41,한식,17
52,뚜레쥬르진도점,전남 진도군 동외1길 6-4,간이음식,16
52,운림뜨락,전남 진도군 의신사천길 93-0,한식,16
54,청진동해장국,전남 진도군 남문길 12-13,한식,15
55,달님이네 진도한정식[한식],전남 진도군 동외1길 52-0,한식,13
55,종갓집 칼국수,전남 진도군 십일시길 38-0,한식,13
57,마을지기가든,전남 진도군 죽전길 24-1,한식,12
58,궁전음식점,전남 진도군 옥주길 26-0,한식,11
58,귀성횟집,전남 진도군 귀성길 84-4,외국식,11
58,최고당돈가스진도점,전남 진도군 쌍정1길 19-0,외국식,11
58,해담,전남 진도군 왕온로 141-0,한식,11
58,노네임카페,전남 진도군 초사로 66-1,카페/찻집,11
63,진도농협하나로클럽,전남 진도군 남동1길 40-13,기타음식,10
63,청화식당,전남 진도군 강계길 13-0,외국식,10
63,해녀소녀식당,전남 진도군 송군길 3-6,외국식,10
63,자금성[중식],전남 진도군 남동1길 28-0,외국식,10
67,여울식당,전남 진도군 십일시길 52-0,한식,9
68,선창가든,전남 진도군 고군용호길 181-3,외국식,8
68,향교가든[한식],전남 진도군 진도향교길 53-8,한식,8
70,광주횟집,전남 진도군 녹진길 10-3,외국식,7
70,나루터,전남 진도군 진도대로 8463-0,외국식,7
70,진가면옥,전남 진도군 서문길 8-13,한식,7
70,진도타워레스토랑,전남 진도군 만금길 112-41,외국식,7
70,이레식당[한식],전남 진도군 철마길 4-1,한식,7
70,한끄니,전남 진도군 초평길 109-0,한식,7
76,김밥나라진도점,전남 진도군 남문길 27-0,간이음식,6
76,다온숯불갈비,전남 진도군 남동1길 32-0,한식,6
76,맛나식당,전남 진도군 남산로 124-1,한식,6
76,운림산방 휴게소,전남 진도군 운림산방로 310-0,간이음식,6
76,하이진도,전남 진도군 옥주길 28-0,카페/찻집,6
76,방기미 식당,전남 진도군 초평길 111-0,한식,6
76,황제짜장짬뽕[중식],전남 진도군 남동2길 21-2,외국식,6
76,콜리스,전남 진도군 정거름재길 70-15,카페/찻집,6
76,백반나라[한식],전남 진도군 남동1길 6-1,한식,6
76,대명횟집,전남 진도군 초사로 66-1,외국식,6
76,뷰카페,전남 진도군 초평길 108-132,카페/찻집,6
87,산호복집,전남 진도군 남동1길 38-0,외국식,5
87,홍가네감자탕,전남 진도군 남동1길 10-0,한식,5
87,아리랑식당,전남 진도군 진도대로 8450-0,한식,5
87,테르찌커피,전남 진도군 동외1길 8-0,카페/찻집,5
87,금골마루북카페,전남 진도군 연산길 1-0,카페/찻집,5
87,삼시세끼,전남 진도군 쌍정2길 28-0,한식,5
87,호남아구해물찜탕,전남 진도군 남동1길 57-8,한식,5
94,복성식당,전남 진도군 서망항길 44-13,한식,4
94,커빙5,전남 진도군 철마길 1-0,카페/찻집,4
94,한우촌,전남 진도군 남문길 42-2,한식,4
94,바닷가그집,전남 진도군 송군길 29-10,외국식,4
94,사랑마실,전남 진도군 지산오류길 2-0,한식,4
94,쭈꾸미도사진도점,전남 진도군 남문길 20-15,외국식,4
94,갯마을횟집,전남 진도군 송군길 13-6,외국식,4
