순위,관광지명,주소,분류,외지인 검색 수
1,쏠비치진도,전남 진도군 송군길 30-40,콘도미니엄,147313
2,진도항,전남 진도군 진도항길 101-0,자연경관(하천/해양),34017
3,운림산방,전남 진도군 운림산방로 315-0,역사유적지,22394
4,진도타워,전남 진도군 만금길 112-41,랜드마크관광,12934
5,세방낙조전망대,전남 진도군,랜드마크관광,12889
6,진도개테마파크,전남 진도군 성죽골길 37-0,기타관광,11327
7,서망항,전남 진도군 서망항길 70-15,자연경관(하천/해양),10395
8,쏠비치진도호텔,전남 진도군 송군길 30-40,호텔,9644
9,진도신비의바닷길,전남 진도군,테마공원,8523
10,명량해상케이블카진도타워상부승강장,전남 진도군 만금길 112-41,기타관광,6442
11,진도수산시장,전남 진도군 남동1길 40-12,시장,6072
12,진도자연휴양림,전남 진도군 동령개길 31-1,자연공원,5759
13,가계해변,전남 진도군 신비의바닷길 0-0,자연경관(하천/해양),5108
14,진도경찰수련원,전남 진도군 가계길 73-0,육상레저스포츠,4724
15,쉬미항,전남 진도군 서부해안로 0-0,자연경관(하천/해양),4327
16,금갑해변,전남 진도군 금갑길 206-6,자연경관(하천/해양),2299
17,국립남도국악원,전남 진도군 진도대로 3818-0,공연시설,2105
18,진도조금시장,전남 진도군 조금시장길 25-0,시장,2039
19,남도석성,전남 진도군,역사유적지,1859
20,울돌목,전남 진도군,기타관광,1592
21,피아노모텔,전남 진도군 남문길 24-0,모텔,1589
22,진도읍상설시장,전남 진도군 남동1길 57-14,시장,1529
23,울돌목해양에너지공원,전남 진도군 진도대로 8459-13,도시공원,1459
24,명량해상케이블카진도 스테이션,전남 진도군 만금길 112-31,기타관광,1333
25,뽕할머니동상,전남 진도군,역사유물,1150
26,쌍계사,전남 진도군 운림산방로 299-30,종교성지,1122
27,진도항임시여객선터미널,전남 진도군,교통시설,1112
28,퍼스트모텔,전남 진도군 남산2길 43-0,모텔,1070
29,벽파항,전남 진도군 벽파길 0-0,자연경관(하천/해양),992
30,급치산전망대,전남 진도군,랜드마크관광,963
31,JD무인텔,전남 진도군 지도길 5-0,모텔,909
32,용호항,전남 진도군,자연경관(하천/해양),871
33,죽림어촌체험마을,전남 진도군 헌복동길 24-0,농/산/어촌체험,801
34,진도항대합실,전남 진도군 진도항길 101-0,교통시설,782
35,이충무공승전공원,전남 진도군,도시공원,714
36,송가인공원,전남 진도군,도시공원,679
37,해오름펜션,전남 진도군 모사길 109-89,펜션/민박,634
38,신비의바닷길체험관,전남 진도군,기타관광,629
39,국립진도자연휴양림,전남 진도군 동령개길 1-92,자연공원,628
40,이충무공벽파진전첩비,전남 진도군 벽파길 90-0,역사유적지,596
41,진도아리랑마을,전남 진도군 아리랑길 95-5,기타관광,584
42,대동모텔,전남 진도군 남문길 42-0,모텔,567
