연령대,남성방문 비율,여성방문 비율
70세 이상,4.6,4.1
60~69세,8.2,7.7
50~59세,10.7,12.0
40~49세,7.8,7.9
30~39세,8.3,6.7
20~29세,8.8,10.1
10~19세,1.2,1.6
