순위,관광지명,주소,분류,합산 검색 수
1,광나루한강공원,서울 강동구 선사로 83-106,도시공원,34088
2,서울암사동유적,서울 강동구 올림픽로 875-0,역사유적지,26668
3,천호공원,서울 강동구 올림픽로 702-0,도시공원,26614
4,롯데시네마강동,서울 강동구 천호옛길 85-0,공연시설,24809
5,암사종합시장,서울 강동구 상암로11길 25-0,시장,22126
6,CGV천호,서울 강동구 양재대로 1571-0,공연시설,17661
7,주양쇼핑,서울 강동구 고덕로62길 55-0,쇼핑몰,15769
8,강동아트센터,서울 강동구 동남로 870-0,공연시설,15158
9,길동복조리시장,서울 강동구 천호대로187길 61-0,시장,10137
10,호원아트홀,서울 강동구 성안로 30-0,공연시설,9624
11,길동자연생태공원,서울 강동구 천호대로 1291-0,도시공원,8415
12,강동그린웨이가족캠핑장,서울 강동구,캠핑,8129
13,둔촌역전통시장,서울 강동구,시장,7760
14,메가박스강동,서울 강동구 성내로 48-0,공연시설,7730
15,암사선사유적박물관,서울 강동구 올림픽로 875-0,전시시설,7283
16,천호로데오거리,서울 강동구,기타쇼핑시설,6859
17,고분다리전통시장,서울 강동구 구천면로34길 10-0,시장,6703
18,나비쇼핑몰,서울 강동구 천호대로157길 14-0,쇼핑몰,5630
19,천호문구완구거리,서울 강동구 천호대로 0-0,기타쇼핑시설,5290
20,아르고호텔,서울 강동구 진황도로 93-0,모텔,4936
21,천호자전거거리,서울 강동구,기타레저스포츠,4912
22,브이센터,서울 강동구 아리수로61길 103-0,전시시설,4623
23,판타지보이롤러클럽,서울 강동구 올림픽로 664-0,기타레저스포츠,4283
24,아이엠티호텔1,서울 강동구 천중로42길 78-0,모텔,4254
25,명일전통시장,서울 강동구 양재대로138길 20-0,시장,4037
26,허브천문공원,서울 강동구,도시공원,3771
27,발리관광호텔,서울 강동구 풍성로 210-0,호텔,3611
28,일자산자연공원,서울 강동구 동남로 660-0,도시공원,3335
29,강동야구장,서울 강동구,레저스포츠시설,3323
30,월드글로리아센터,서울 강동구 양재대로134길 52-0,공연시설,3222
31,라뷰호텔,서울 강동구 올림픽로72길 11-0,모텔,3119
32,이너스모텔,서울 강동구 올림픽로72길 19-0,모텔,3043
33,성내전통시장,서울 강동구 천호대로162길 61-0,시장,2908
34,구강사,서울 강동구 천중로 64-0,종교성지,2743
35,한강공원광나루모형비행장,서울 강동구,기타관광,2713
36,한강시민공원광나루지구수영장,서울 강동구,테마공원,2624
37,오라호텔,서울 강동구 양재대로109길 22-0,모텔,2466
38,아리아호텔,서울 강동구 천호대로 1041-7,호텔,2398
39,바고관광호텔,서울 강동구 천중로 27-0,호텔,2360
40,원상사,서울 강동구 명일로 216-1,기타쇼핑시설,2226
41,렛츠런CCC강동지점,서울 강동구 구천면로 200-0,육상레저스포츠,2209
42,월호텔,서울 강동구 성안로 121-0,호텔,2118
43,호텔H,서울 강동구 구천면로24길 19-0,호텔,2102
44,호텔8월천호점,서울 강동구 구천면로24길 13-0,모텔,2058
45,샘호텔,서울 강동구 천중로 197-0,모텔,2011
46,TOP모텔,서울 강동구 진황도로 90-0,모텔,1994
47,호텔야자천호역점,서울 강동구 올림픽로70길 56-5,모텔,1907
48,오리엔트모텔,서울 강동구 진황도로 105-0,모텔,1867
49,샘터근린공원,서울 강동구,도시공원,1727
50,천호공구거리,서울 강동구,기타쇼핑시설,1687
51,백두쇼핑센터,서울 강동구 고덕로83길 28-0,쇼핑몰,1673
52,하모니호텔,서울 강동구 천중로40길 63-0,호텔,1614
53,암사청과종합시장,서울 강동구 상암로 42-0,시장,1477
54,아이엠티호텔2,서울 강동구 양재대로111길 28-0,모텔,1469
55,호텔감,서울 강동구 천호대로159길 22-36,모텔,1466
56,고덕차량사업소야구장,서울 강동구 아리수로87길 32-0,레저스포츠시설,1403
57,윈호텔,서울 강동구 천중로40길 77-0,모텔,1387
58,온무인텔,서울 강동구 선사로 82-0,모텔,1347
59,강동아트센터대극장한강,서울 강동구 동남로 870-0,공연시설,1325
60,신풍자원,서울 강동구 초광로294번길 22-1,기타쇼핑시설,1312
61,잇츠매직 길동채움,서울 강동구 천호대로 1221-0,기타문화관광지,1106
62,우진모텔,서울 강동구 동남로73길 17-0,모텔,1084
63,레미호텔,서울 강동구 진황도로 92-7,모텔,1077
64,GYCC,서울 강동구 천중로 89-0,기타레저스포츠,1031
65,러브이즈모텔,서울 강동구 천중로40길 71-0,모텔,1030
66,화인꽃프라자,서울 강동구 천호대로 1255-1,기타쇼핑시설,1028
67,광나루한강공원모두의놀이터,서울 강동구,도시공원,1019
68,암사생태공원,서울 강동구,도시공원,1018
69,썸모텔,서울 강동구 천중로40길 70-0,모텔,971
70,애니멀뮤지엄더쥬,서울 강동구 양재대로 1299-0,테마공원,969
71,길동모텔,서울 강동구 천호대로177길 47-0,모텔,961
72,광나루자전거공원,서울 강동구,도시공원,940
73,세종프라자,서울 강동구 동남로75길 29-0,기타쇼핑시설,930
74,고덕수변생태공원,서울 강동구,도시공원,894
75,상일동화훼단지,서울 강동구,기타쇼핑시설,882
76,성내천어린이공원,서울 강동구,도시공원,878
77,히트호텔,서울 강동구 구천면로24길 28-0,모텔,848
78,호텔더블루,서울 강동구 올림픽로72길 20-0,모텔,840
79,천사어린이공원,서울 강동구,도시공원,838
80,다이소상일동역점,서울 강동구 고덕로 399-0,기타쇼핑시설,755
81,일루와모텔,서울 강동구 양재대로109길 26-0,모텔,754
81,안말어린이공원,서울 강동구 풍성로45길 11-0,도시공원,754
83,광진교8번가,서울 강동구,랜드마크관광,730
84,볕우물어린이공원,서울 강동구,도시공원,723
85,에스라인,서울 강동구 양재대로109길 7-0,모텔,717
86,슈팅스쿨,서울 강동구 양재대로116길 30-0,육상레저스포츠,702
87,프라자모텔,서울 강동구 구천면로 216-0,모텔,668
88,100만km사이클아카데미,서울 강동구 구천면로 144-0,기타레저스포츠,622
89,프로베이스볼아카데미,서울 강동구 천호대로 1238-0,기타레저스포츠,618
90,엠모텔,서울 강동구 진황도로23길 12-0,모텔,566
90,배전사,서울 강동구 올림픽로98길 15-0,기타쇼핑시설,566
92,6월호텔,서울 강동구 올림픽로72길 19-4,모텔,563
93,비너스모텔,서울 강동구 진황도로 178-0,모텔,541
94,다이소길동점,서울 강동구 양재대로 1490-0,기타쇼핑시설,525
95,호텔에스,서울 강동구 진황도로 200-0,모텔,516
