순위,업소명,주소,분류,현지인 검색 수
1,스타벅스분당궁내DT점,경기 성남시 분당구 대왕판교로 302-0,카페/찻집,12516
2,도넛드로잉,경기 성남시 분당구 대왕판교로 103-0,카페/찻집,12033
3,케이헤밍웨이베이커리카페다이닝,경기 성남시 분당구 대왕판교로34번길 21-0,카페/찻집,10796
4,맥도날드서판교DT점,경기 성남시 분당구 운중로 190-0,간이음식,10245
5,모아니,경기 성남시 분당구 쇳골로 116-0,카페/찻집,8773
6,유치회관분당직영점,경기 성남시 분당구 대왕판교로 140-0,한식,7586
7,감미옥본점,경기 성남시 분당구 탄천로 181-0,한식,7267
8,장모밥상[한식],경기 성남시 분당구 하오개로344번길 5-0,한식,7243
9,능라도본점,경기 성남시 분당구 산운로32번길 12-0,한식,6944
10,서현궁,경기 성남시 분당구 안골로 24-0,한식,6907
11,백현동카페거리,경기 성남시 분당구,기타음식,6289
12,아웃백스테이크하우스서현점,경기 성남시 분당구 서현로 192-0,외국식,6127
13,맥도날드분당효자점,경기 성남시 분당구 불정로 379-0,간이음식,5683
14,카페랄로판교점,경기 성남시 분당구 하오개로 246-0,카페/찻집,5530
15,헬로오드리,경기 성남시 분당구 석운로202번길 12-0,카페/찻집,5324
16,윤밀원,경기 성남시 분당구 불곡남로13번길 3-0,외국식,5209
17,뿅의전설야탑직영점 [중식],경기 성남시 분당구 야탑로139번길 2-0,외국식,5204
18,구좌리얼크니손칼국수분당금곡직영점,경기 성남시 분당구 쇳골로 25-0,한식,4922
19,그린그라스,경기 성남시 분당구 석운로202번길 1-0,카페/찻집,4915
20,앙토낭카렘,경기 성남시 분당구 불정로 380-0,간이음식,4511
21,우설화판교점,경기 성남시 분당구 판교로 185-0,한식,4247
22,안안,경기 성남시 분당구 운중로138번길 28-4,외국식,4042
23,마키노차야판교점,경기 성남시 분당구 판교역로 145-0,외국식,3894
24,정자동카페거리,경기 성남시 분당구,기타음식,3830
25,야마다야,경기 성남시 분당구 구미로 124-0,외국식,3733
26,강남면옥서현점,경기 성남시 분당구 새마을로 5-0,한식,3732
27,양과창양평해장국본점,경기 성남시 분당구 하오개로 371-0,한식,3647
28,헬로오드리,경기 성남시 분당구 석운로202번길 12-0,외국식,3580
29,긴자판교점 [일식],경기 성남시 분당구 판교로 185-0,외국식,3565
30,청담추어정분당점,경기 성남시 분당구 판교로552번길 2-0,한식,3493
31,평가옥분당점,경기 성남시 분당구 느티로51번길 9-0,한식,3372
32,백나예김밥,경기 성남시 분당구 돌마로 478-0,간이음식,3289
33,허연우의해누리한정식[한식],경기 성남시 분당구 대왕판교로 306-0,한식,3222
34,맥도날드수내역점,경기 성남시 분당구 백현로101번길 29-0,간이음식,3206
