연령대,남성방문 비율,여성방문 비율
70세 이상,4.5,4.9
60~69세,8.8,8.1
50~59세,10.2,12.0
40~49세,6.6,7.3
30~39세,4.0,3.3
20~29세,3.5,3.9
10~19세,11.1,10.8
