동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
11,112,기타가족,동생_가족_오빠,미식,물고기_대게_홍게,울진 후포항
3,107,친구,친구,자연경관,바다_해변_해수욕장,울진 후포항
2,5,배우자,남편,역사유적,다리_교회,울진 후포항
0,4,,,레포츠/운동,스노쿨링_캠핑,울진 후포항
0,1,,,문화예술,수족관,울진 후포항
