연령대,남성방문 비율,여성방문 비율
70세 이상,4.0,3.0
60~69세,10.0,8.0
50~59세,11.7,10.7
40~49세,9.4,9.0
30~39세,7.8,7.2
20~29세,6.0,6.1
10~19세,2.9,3.0
