순위,관광지명,주소,분류,외지인 검색 수
1,가야CC,경남 김해시 인제로 502-0,육상레저스포츠,44235
2,롯데스카이힐김해컨트리클럽,경남 김해시 고모로134번길 54-49,육상레저스포츠,26449
3,정산CC,경남 김해시 서부로1637번길 299-194,육상레저스포츠,25704
4,연지공원,경남 김해시 금관대로1368번길 7-0,도시공원,24429
5,롯데프리미엄아울렛김해점,경남 김해시 장유로 469-0,쇼핑몰,24361
6,김해가야테마파크,경남 김해시 가야테마길 161-0,테마공원,21606
7,아이스퀘어호텔,경남 김해시 김해대로 2360-0,호텔,18086
8,가야랜드,경남 김해시 인제로 368-0,테마공원,17262
9,김해롯데워터파크본관,경남 김해시 장유로 555-0,테마공원,17009
10,노무현대통령생가,경남 김해시 봉하로 129-0,역사유적지,16528
11,김해상록CC,경남 김해시 김해대로974번길 198-0,육상레저스포츠,16411
12,장유대청계곡,경남 김해시,자연경관(산),15127
13,김해낙동강레일파크,경남 김해시 마사로473번길 41-0,기타관광,11982
14,부경축산물주촌도매시장,경남 김해시 서부로1403번길 23-40,시장,10277
15,부경동물원,경남 김해시 유하로226번길 70-0,테마공원,9439
16,김해천문대,경남 김해시 가야테마길 254-0,기타관광,9429
17,김수로왕릉,경남 김해시 가락로93번길 26-0,역사유적지,8057
18,대동생태체육공원,경남 김해시,도시공원,6479
19,국립김해박물관,경남 김해시 가야의길 190-0,전시시설,6477
20,김해문화의전당,경남 김해시 김해대로 2060-0,공연시설,6447
21,클레이아크미술관,경남 김해시 진례로 275-51,전시시설,6379
22,은하사,경남 김해시 신어산길 167-0,종교성지,6202
23,CGV김해율하,경남 김해시 율하2로 111-0,공연시설,5302
24,대동승마랜드,경남 김해시 대동로485번길 132-0,육상레저스포츠,5238
25,김해농수산물종합유통센터,경남 김해시 칠산로 128-0,시장,4324
26,롯데시네마김해아울렛,경남 김해시 장유로 469-0,공연시설,4235
27,CGV김해,경남 김해시 내외중앙로 137-0,공연시설,4049
28,와인동굴,경남 김해시 마사로473번길 41-0,기타관광,3940
29,김해동상시장,경남 김해시 구지로180번길 27-10,시장,3901
30,호텔101,경남 김해시 번화1로68번길 13-0,모텔,3586
31,김해생림오토캠핑장,경남 김해시,캠핑,3526
32,수리공원,경남 김해시,도시공원,3477
33,화포천습지생태공원,경남 김해시 한림로 183-300,도시공원,3417
34,김해봉리단길,경남 김해시 봉황대길 48-1,테마공원,3355
