연령대,남성방문 비율,여성방문 비율
70세 이상,6.9,4.4
60~69세,11.6,8.8
50~59세,10.2,8.8
40~49세,8.3,5.8
30~39세,8.7,6.8
20~29세,8.1,9.9
10~19세,0.7,0.8
