연령대,남성방문 비율,여성방문 비율
70세 이상,3.4,1.9
60~69세,11.6,6.4
50~59세,14.4,9.6
40~49세,11.6,7.6
30~39세,9.5,5.7
20~29세,7.4,3.8
10~19세,4.2,2.1
