동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
34,1938,기타가족,가족_엄마_가정,미식,식당_떡_차,교동도 대룡시장
14,493,부모님,부모님_엄빠_아빠,자연경관,정원_저수지_바다,교동도 대룡시장
6,31,배우자,남편_와이프,레포츠/운동,낚시_수영장,교동도 대룡시장
4,21,자녀,아들,문화예술,극장_갤러리_박물관,교동도 대룡시장
4,8,연인,남친_커플,휴식/힐링,나들이_근교여행_힐링,교동도 대룡시장
2,7,회사동료,사원,역사유적,다리_정자_성당,교동도 대룡시장
2,0,친구,동창,,,교동도 대룡시장
