동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
7,135,기타가족,가족_엄마_동서,자연경관,바다_전망대_해안,미륵도
0,45,,,미식,맥주_양조장_골든에일,미륵도
0,14,,,역사유적,다리_정자_유적지,미륵도
0,5,,,레포츠/운동,산행_스포츠센터_등산,미륵도
