동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
1153,3943,친구,친구,미식,막국수_맥주_카페
405,414,기타가족,엄마_가족_오빠,자연경관,계곡_정원_산책로
192,354,부모님,아빠_엄빠_모녀,레포츠/운동,캠핑_낚시_글램핑
132,218,연인,애인_연인_여자친구,문화예술,노래방_클럽_영화관
70,104,자녀,아들_딸_학생,휴식/힐링,즐길거리_힐링_힐링여행
35,74,회사동료,대리_차장_직원,역사유적,고택_한옥마을_성당
18,21,학생,고딩_중딩_초딩,반려동물,애견_유기견_길고양이
11,9,배우자,남편_와이프_신랑,체험,vr체험_농촌체험_레일바이크체험
7,0,싱글,싱글_혼자,,
