연령대,남성방문 비율,여성방문 비율
70세 이상,4.8,4.1
60~69세,13.4,11.5
50~59세,13.1,12.8
40~49세,8.2,6.6
30~39세,6.6,6.4
20~29세,4.7,5.3
10~19세,0.8,0.8
