동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
1,2,기타가족,가족,문화예술,박물관,한국잡월드
1,0,자녀,자녀,,,한국잡월드
