연령대,남성방문 비율,여성방문 비율
70세 이상,4.2,2.2
60~69세,10.5,6.8
50~59세,10.5,4.5
40~49세,6.6,1.6
30~39세,6.6,2.1
20~29세,38.7,1.9
10~19세,2.9,0.8
