유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
부산광역시 부산진구 , 부산광역시 동구,18.9,1
부산광역시 남구 , 부산광역시 동구,12.4,1
부산광역시 중구 , 부산광역시 동구,12.2,1
부산광역시 해운대구 , 부산광역시 동구,6.9,1
부산광역시 서구 , 부산광역시 동구,6.1,1
부산광역시 사상구 , 부산광역시 동구,4.5,1
부산광역시 수영구 , 부산광역시 동구,4.4,1
부산광역시 영도구 , 부산광역시 동구,4.4,1
부산광역시 사하구 , 부산광역시 동구,4.2,1
부산광역시 강서구 , 부산광역시 동구,3.3,1
부산광역시 연제구 , 부산광역시 동구,2.9,1
부산광역시 동래구 , 부산광역시 동구,2.8,1
경상남도 김해시 , 부산광역시 동구,2.5,1
부산광역시 기장군 , 부산광역시 동구,2.3,1
부산광역시 금정구 , 부산광역시 동구,2.0,1
부산광역시 북구 , 부산광역시 동구,1.9,1
경상남도 양산시 , 부산광역시 동구,1.5,1
울산광역시 울주군 , 부산광역시 동구,0.6,1
경상남도 창원시 진해구 , 부산광역시 동구,0.5,1
울산광역시 남구 , 부산광역시 동구,0.4,1
 부산광역시 동구,부산광역시 부산진구,15.9,2
 부산광역시 동구,부산광역시 해운대구,12.0,2
 부산광역시 동구,부산광역시 중구,11.6,2
 부산광역시 동구,부산광역시 남구,9.8,2
 부산광역시 동구,부산광역시 수영구,7.5,2
 부산광역시 동구,부산광역시 영도구,6.9,2
 부산광역시 동구,부산광역시 기장군,6.7,2
 부산광역시 동구,부산광역시 서구,4.4,2
 부산광역시 동구,부산광역시 강서구,2.9,2
 부산광역시 동구,부산광역시 사하구,2.9,2
 부산광역시 동구,부산광역시 사상구,2.8,2
 부산광역시 동구,부산광역시 동래구,2.6,2
 부산광역시 동구,부산광역시 연제구,2.5,2
 부산광역시 동구,경상남도 김해시,2.2,2
 부산광역시 동구,부산광역시 금정구,1.7,2
 부산광역시 동구,경상남도 양산시,1.5,2
 부산광역시 동구,부산광역시 북구,1.4,2
 부산광역시 동구,경상남도 창원시 진해구,0.5,2
 부산광역시 동구,울산광역시 울주군,0.5,2
 부산광역시 동구,경상남도 거제시,0.5,2
