동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
584,10739,기타가족,엄마_장모_동서,미식,맛집_맥주_바나나
574,7663,학생,중딩_고딩_초등학생,레포츠/운동,낚시_캠핑_놀이시설
438,2642,연인,애인_여자친구_여친,문화예술,노래방_국립박물관_나이트
390,567,자녀,아들_딸_따님,자연경관,정원_습지_잔디밭
237,400,회사동료,대리_부장_직원,역사유적,한옥마을_한옥_유네스코
101,236,부모님,시어머니_외할머니_어머님,휴식/힐링,나들이_힐링_즐길거리
46,35,친구,친구_지인_프렌드,반려동물,유기견_반려견_애견
13,2,싱글,싱글_혼자,체험,전주한옥마을체험
7,0,배우자,신부_와이프_신랑,,
