유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
충청북도 음성군 , 충청북도 진천군,30.3,1
경기도 안성시 , 충청북도 진천군,8.8,1
충청북도 청주시 청원구 , 충청북도 진천군,8.6,1
충청북도 청주시 흥덕구 , 충청북도 진천군,4.4,1
충청남도 천안시 서북구 , 충청북도 진천군,3.4,1
충청남도 천안시 동남구 , 충청북도 진천군,3.0,1
경기도 평택시 , 충청북도 진천군,2.4,1
경기도 화성시 , 충청북도 진천군,2.3,1
충청북도 증평군 , 충청북도 진천군,2.0,1
경기도 이천시 , 충청북도 진천군,2.0,1
충청북도 청주시 상당구 , 충청북도 진천군,1.9,1
충청북도 청주시 서원구 , 충청북도 진천군,1.8,1
경기도 용인시 처인구 , 충청북도 진천군,1.7,1
경기도 용인시 기흥구 , 충청북도 진천군,1.4,1
충청북도 충주시 , 충청북도 진천군,1.4,1
충청남도 아산시 , 충청북도 진천군,1.1,1
경기도 성남시 분당구 , 충청북도 진천군,1.0,1
세종특별자치시  , 충청북도 진천군,1.0,1
경기도 오산시 , 충청북도 진천군,0.8,1
경기도 수원시 영통구 , 충청북도 진천군,0.8,1
 충청북도 진천군,충청북도 음성군,32.0,2
 충청북도 진천군,충청북도 청주시 청원구,13.0,2
 충청북도 진천군,경기도 안성시,7.0,2
 충청북도 진천군,충청북도 청주시 흥덕구,5.7,2
 충청북도 진천군,충청북도 증평군,5.2,2
 충청북도 진천군,충청남도 천안시 서북구,3.1,2
 충청북도 진천군,충청남도 천안시 동남구,2.7,2
 충청북도 진천군,충청북도 청주시 상당구,2.5,2
 충청북도 진천군,경기도 이천시,2.2,2
 충청북도 진천군,충청북도 청주시 서원구,2.0,2
 충청북도 진천군,충청북도 충주시,1.8,2
 충청북도 진천군,경기도 평택시,1.6,2
 충청북도 진천군,경기도 화성시,1.2,2
 충청북도 진천군,대전광역시 유성구,1.2,2
 충청북도 진천군,경기도 여주시,1.1,2
 충청북도 진천군,세종특별자치시 ,1.0,2
 충청북도 진천군,경기도 용인시 처인구,1.0,2
 충청북도 진천군,경기도 용인시 기흥구,0.9,2
 충청북도 진천군,경기도 성남시 분당구,0.7,2
 충청북도 진천군,충청남도 아산시,0.6,2
