연령대,남성방문 비율,여성방문 비율
70세 이상,9.2,10.7
60~69세,15.5,7.9
50~59세,14.9,12.9
40~49세,5.0,7.6
30~39세,3.2,2.4
20~29세,1.3,3.4
10~19세,1.8,3.4
