동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
107,1953,기타가족,가족_친척_동서,미식,물고기_녹차_소떡소떡,섬진강
59,1472,부모님,할머니_아버지_부모님,자연경관,계곡_산_저수지,섬진강
10,277,자녀,자식_청소년_아들,역사유적,고택_사찰_다리,섬진강
8,229,친구,지인_친구,휴식/힐링,힐링_피크닉_나들이,섬진강
7,220,회사동료,임원_차장_동료,레포츠/운동,산행_등산_놀이터,섬진강
7,38,배우자,아내_남편_신랑,문화예술,광장_박물관_촬영지,섬진강
5,7,싱글,혼자,체험,vr체험_농촌체험_레일바이크체험,섬진강
5,5,연인,남자친구_연인,반려동물,동물_애견,섬진강
1,0,학생,대학생,,,섬진강
