동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
23,220,기타가족,가족_엄마_오빠,자연경관,계곡_공원_전망대,메타세쿼이아가로수길
10,141,자녀,아들_청소년_큰아들,미식,카페_차_국수,메타세쿼이아가로수길
6,23,부모님,아버지_아빠_부모님,역사유적,다리_한옥_정자,메타세쿼이아가로수길
5,13,연인,커플_연인,휴식/힐링,힐링_단풍놀이_가을여행,메타세쿼이아가로수길
3,11,배우자,남편_와이프,레포츠/운동,수영장_수상레저_트레킹,메타세쿼이아가로수길
2,5,친구,친구,문화예술,광장_동물원_촬영지,메타세쿼이아가로수길
