동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
2,54,부모님,엄빠,미식,오미자_문경오미자_차,고모산성
2,19,친구,친구,자연경관,산_전망대_절벽,고모산성
2,12,기타가족,오빠,역사유적,다리_암자_한옥마을,고모산성
1,2,자녀,학생,휴식/힐링,나들이,고모산성
1,0,학생,초등학생,,,고모산성
