연령대,남성방문 비율,여성방문 비율
70세 이상,4.9,2.9
60~69세,13.4,9.9
50~59세,12.2,9.8
40~49세,11.0,6.8
30~39세,8.5,6.5
20~29세,5.2,3.8
10~19세,2.0,1.6
