연령대,남성방문 비율,여성방문 비율
70세 이상,2.2,1.4
60~69세,11.3,8.8
50~59세,16.8,16.3
40~49세,9.5,11.8
30~39세,6.8,5.2
20~29세,3.6,3.0
10~19세,1.4,1.4
