기준연월,지역명,방문자 수
202108,인천광역시 남동구 ,3786633.0
202110,인천광역시 남동구 ,4353558.0
202109,인천광역시 남동구 ,4254697.0
202111,인천광역시 남동구 ,4162759.0
202112,인천광역시 남동구 ,3876045.0
202201,인천광역시 남동구 ,3984332.0
202202,인천광역시 남동구 ,3388251.0
202203,인천광역시 남동구 ,3946829.0
202204,인천광역시 남동구 ,4547413.0
202205,인천광역시 남동구 ,4819130.0
202206,인천광역시 남동구 ,4366746.0
202207,인천광역시 남동구 ,4528577.0
