기준연월,지역명,검색량(건)
202108,인천광역시 남동구 ,310
202109,인천광역시 남동구 ,438
202110,인천광역시 남동구 ,334
202111,인천광역시 남동구 ,271
202112,인천광역시 남동구 ,109
202201,인천광역시 남동구 ,216
202202,인천광역시 남동구 ,33
202203,인천광역시 남동구 ,31
202204,인천광역시 남동구 ,7
202205,인천광역시 남동구 ,68
202206,인천광역시 남동구 ,68
202207,인천광역시 남동구 ,98
