순위,업소명,주소,분류,외지인 검색 수
1,헤밍웨이,전남 신안군 학동길 66-20,카페/찻집,2760
2,꽃피는무화가[한식],전남 신안군 압해로 393-2,한식,1661
3,이학식당,전남 신안군 증도중앙길 39-0,한식,1238
4,미연식당,전남 신안군 월포안길 15-2,한식,1187
5,하나로식당,전남 신안군 장단고길 33-17,한식,1027
6,갯마을식당,전남 신안군 증도중앙길 40-2,외국식,930
7,왕바위식당,전남 신안군 지도증도로 1991-0,외국식,858
8,함초식당소금항카페,전남 신안군 지도증도로 1053-11,한식,832
9,섬마을회정식,전남 신안군 압해로 1844-0,외국식,655
10,카페베네치아,전남 신안군 진작지길 227-17,카페/찻집,584
11,안성식당,전남 신안군 증도중앙길 43-0,한식,570
12,백길천사횟집,전남 신안군 자은서부1길 86-12,외국식,558
13,신안맛집,전남 신안군 중부로 1816-0,한식,510
14,맛나제,전남 신안군 중부로 3008-0,한식,508
15,나들목맛집,전남 신안군 진리길 2-0,한식,500
16,바다정원,전남 신안군 압해로 820-0,카페/찻집,498
17,마시쿠만,전남 신안군 압해로 401-0,간이음식,475
18,거시기횟집,전남 신안군 압해로 1741-37,외국식,351
19,사월포횟집,전남 신안군 사월포길 207-0,외국식,344
20,숙자네,전남 신안군 구영2길 54-3,한식,325
21,뻘뚱,전남 신안군 탑목개길 163-1,외국식,314
22,커피인터뷰신안점,전남 신안군 해제지도로 1283-24,카페/찻집,304
23,송도수산시장 1004횟집,전남 신안군,외국식,293
24,고향식당[한식],전남 신안군 문준경길 165-0,한식,286
25,청해짱뚱어,전남 신안군 지도증도로 10-1,한식,272
26,천사바다횟집,전남 신안군 진작지길 227-17,외국식,253
27,짱뚱이네식당,전남 신안군 우전길 17-12,한식,225
28,천사신안아구찜,전남 신안군 무지개길 321-0,한식,201
29,증도 황궁짜장[중식],전남 신안군 증도중앙길 40-7,외국식,196
30,암태민박식당,전남 신안군 진작지길 182-0,한식,189
31,천사대교횟집,전남 신안군 박달로 84-0,외국식,186
32,섬마을횟집,전남 신안군 송도2길 55-0,외국식,180
33,파리바게뜨신안천사점,전남 신안군 압해로 820-0,간이음식,172
34,부일호하우리횟집,전남 신안군 독우길 234-0,외국식,171
35,보물섬식당[한식],전남 신안군 보물섬길 8-0,한식,166
36,카페솔섬,전남 신안군 송도2길 26-0,카페/찻집,161
37,한양왕갈비탕신안점,전남 신안군 압해로 1564-0,한식,144
38,신바다횟집,전남 신안군 압해로 1848-0,외국식,140
39,섬마을음식점,전남 신안군 중부로 832-0,한식,137
39,보해반점[중식],전남 신안군 대광해수욕장길 18-4,외국식,137
39,억순이의기찬밥상,전남 신안군 오림진고길 4-0,한식,137
42,한우정,전남 신안군 지도증도로 1836-3,한식,131
43,지도횟집,전남 신안군 송도2길 47-0,외국식,130
44,봉자네1번지,전남 신안군 압해로 1844-0,외국식,128
45,진번칼국수,전남 신안군 소곡두리길 319-0,한식,122
46,마을식당퍼플,전남 신안군 박지도길 173-0,한식,112
47,천사대교무지개식당,전남 신안군 천사대교로 922-0,한식,111
48,팔금고산레스토랑,전남 신안군 삼층석탑길 473-0,외국식,104
49,샨샤[중식],전남 신안군 장단고길 17-2,외국식,84
50,신안가든,전남 신안군 대광해수욕장길 135-0,기타음식,70
51,신진횟집,전남 신안군 두봉길 10-38,외국식,66
52,사계절,전남 신안군 안좌동부길 764-9,한식,64
53,편안한횟집,전남 신안군 대광해수욕장길 178-0,외국식,62
53,자은신안뻘낙지,전남 신안군 자은서부1길 95-0,외국식,62
55,이학횟집,전남 신안군 중부로 1795-0,외국식,61
56,목포왕꽈배기,전남 신안군 압해로 859-0,간이음식,58
56,1004브릿지,전남 신안군 대촌길 37-88,카페/찻집,58
58,갯벌횟집,전남 신안군 대촌길 37-88,외국식,57
59,나룻가횟집,전남 신안군,외국식,55
59,레드향[중식],전남 신안군 탑목개길 158-0,외국식,55
61,해안누리횟집,전남 신안군 사월포길 183-1,외국식,54
