순위,관광지명,주소,분류,합산 검색 수
1,장수골프리조트,전북 장수군 장안산로 303-0,육상레저스포츠,15060
2,나봄리조트장수,전북 장수군 승마1로 60-32,콘도미니엄,4401
3,와룡자연휴양림,전북 장수군 비룡로 632-0,자연공원,2801
4,무령고개,전북 장수군,자연경관(산),2109
5,방화동자연휴양림,전북 장수군,자연공원,2031
6,토옥동계곡,전북 장수군,자연경관(산),1956
7,논개사당,전북 장수군 논개사당길 41-0,역사유적지,1839
8,장수승마장,전북 장수군 승마1로 60-31,육상레저스포츠,1690
9,방화동가족휴가촌,전북 장수군 방화동로 778-0,복합관광시설,1688
10,논개생가지,전북 장수군 의암로 558-0,역사유적지,1318
11,장수방화동캠핑장,전북 장수군 방화동로 398-12,캠핑,1205
12,모텔승마,전북 장수군 장무로 171-28,모텔,872
13,지지계곡,전북 장수군,자연경관(산),768
14,별빛마루펜션,전북 장수군 송학로 71-10,펜션/민박,747
15,장수누리파크,전북 장수군 논개사당길 65-0,도시공원,687
16,죽림정사,전북 장수군 죽림2길 31-0,종교성지,676
17,장수시장,전북 장수군 시장로 11-0,시장,658
18,봉화산,전북 장수군,자연경관(산),606
19,방화동오토캠프장,전북 장수군 방화동로 778-0,캠핑,598
20,덕산계곡,전북 장수군,자연경관(산),550
21,뜬봉샘생태공원,전북 장수군 물뿌랭이길 10-18,도시공원,526
22,장수온천,전북 장수군 장수로 673-14,웰니스관광,493
23,장안산,전북 장수군,자연경관(산),460
24,무릉고개,전북 장수군,자연경관(산),455
25,육십령고개,전북 장수군 육십령로 0-0,자연경관(산),372
26,예솔이네집펜션,전북 장수군 방어령길 139-18,펜션/민박,363
27,장수논개수상레저,전북 장수군 의암로 0-0,수상레저스포츠,356
28,의암공원,전북 장수군,도시공원,342
29,장계시장,전북 장수군 시장천변길 36-0,시장,328
30,봉화산철쭉단지,전북 장수군,복합관광시설,318
31,장안산군립공원,전북 장수군,자연공원,313
32,방화동계곡,전북 장수군 방화동로 778-0,자연경관(산),310
33,장수도깨비전시관,전북 장수군 논개생가길 31-13,전시시설,306
34,와룡호저수지,전북 장수군,자연경관(하천/해양),271
35,장수승마체험장,전북 장수군 승마로 74-0,육상레저스포츠,262
36,타코마팜리조트,전북 장수군 장수로 2662-11,콘도미니엄,245
37,서구이재,전북 장수군,자연경관(산),244
38,하늘꽃펜션,전북 장수군 월현로 135-15,펜션/민박,238
39,성관사,전북 장수군 장무로 492-83,종교성지,201
40,고아산방,전북 장수군 문성길 228-0,펜션/민박,163
41,포니랜드,전북 장수군,테마공원,162
42,하얏트모텔,전북 장수군 장계천변길 41-0,모텔,161
43,장수물빛공원,전북 장수군,도시공원,152
44,장안산,전북 장수군,자연경관(산),148
45,영이네민박,전북 장수군 장수로 947-20,펜션/민박,145
46,황토방모텔,전북 장수군 군청길 12-1,모텔,144
47,장수논개생가마을,전북 장수군 논개생가길 21-5,역사유적지,143
48,신광사,전북 장수군 신광길 31-0,종교성지,139
49,양악호,전북 장수군,자연경관(하천/해양),136
50,대곡관광지한옥펜션,전북 장수군 대곡관광길 74-0,펜션/민박,121
51,장수한우랑사과랑축제,전북 장수군,기타문화관광지,118
52,하늘아래펜션,전북 장수군 의암로 401-0,펜션/민박,117
53,한누리시네마,전북 장수군 한누리로 393-0,공연시설,114
54,장계체육공원,전북 장수군,도시공원,88
55,장수잔디구장,전북 장수군 한누리로 378-0,레저스포츠시설,87
56,강선암,전북 장수군,종교성지,79
57,벽남제,전북 장수군,자연경관(하천/해양),78
57,영월암,전북 장수군 봉서로 182-135,종교성지,78
59,장수호텔,전북 장수군 장수로 673-14,호텔,71
60,오리골펜션,전북 장수군 오리골길 191-0,펜션/민박,67
61,덕산장,전북 장수군 보훈길 17-0,모텔,66
61,다이소장수점,전북 장수군 장천로 204-0,기타쇼핑시설,66
61,대곡관광지,전북 장수군 논개생가길 31-13,복합관광시설,66
64,장수도깨비한옥&글램핑,전북 장수군 논개생가길 31-13,펜션/민박,63
65,타루비,전북 장수군 장자울로 4-0,역사유적지,62
66,지지마루,전북 장수군 지지로 1330-0,펜션/민박,60
67,장수향교,전북 장수군 향교길 31-14,역사유적지,57
68,팔공산,전북 장수군,자연경관(산),55
69,필덕제,전북 장수군,자연경관(하천/해양),54
70,ttostory,전북 장수군 오리골길 131-0,펜션/민박,52
71,동화호,전북 장수군,자연경관(하천/해양),51
72,산마루민박,전북 장수군 방화동로 737-9,펜션/민박,49
73,팔성사,전북 장수군 비행로 1455-94,종교성지,47
74,대곡호,전북 장수군,자연경관(하천/해양),43
74,장안산덕산계곡방면,전북 장수군,자연경관(산),43
74,도광사,전북 장수군 한누리로 120-95,종교성지,43
74,채령애플파크,전북 장수군,농/산/어촌체험,43
78,땡양지산촌생태마을,전북 장수군 월현로 323-23,농/산/어촌체험,40
79,토옥산방,전북 장수군 토옥동로 263-0,펜션/민박,37
79,귀빈모텔,전북 장수군 장계1길 18-3,모텔,37
79,장수문화원,전북 장수군 한누리로 393-0,교육시설,37
82,하늘내들꽃마을,전북 장수군 천천북로 554-0,농/산/어촌체험,36
83,명성장여관,전북 장수군 한들3길 9-0,모텔,34
83,문성산촌생태마을,전북 장수군,농/산/어촌체험,34
83,용바우체험휴양마을,전북 장수군 진장로 1433-0,농/산/어촌체험,34
86,지지벨리펜션,전북 장수군 지지로 1427-9,펜션/민박,32
87,나봄온천,전북 장수군,웰니스관광,30
88,무드리산장,전북 장수군 덕산로 763-3,기타숙박,27
88,장안문화예술촌,전북 장수군 장안산로 315-5,기타문화관광지,27
90,장수한우프라자,전북 장수군 장수로 2734-0,시장,26
90,장남제,전북 장수군,자연경관(하천/해양),26
92,산아래펜션,전북 장수군 장수로 926-0,펜션/민박,25
93,두메산골펜션,전북 장수군 방화동로 752-13,펜션/민박,23
93,선각산와룡산자연휴양림방면,전북 장수군,자연경관(산),23
93,장수호룡보루,전북 장수군 비행로 20-0,기타관광,23
96,장수국민체육센터,전북 장수군 체육공원길 58-0,기타레저스포츠,22
96,정상윤가옥,전북 장수군,역사유적지,22
98,장안산범연동방면,전북 장수군,자연경관(산),21
98,산서시장,전북 장수군 보산로 1864-11,시장,21
98,한국마사고등학교승마장,전북 장수군 승마1로 60-31,육상레저스포츠,21
