유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
전라북도 무주군 , 전라북도 장수군,14.4,1
전라북도 진안군 , 전라북도 장수군,12.2,1
전라북도 전주시 덕진구 , 전라북도 장수군,10.4,1
전라북도 남원시 , 전라북도 장수군,6.4,1
전라북도 전주시 완산구 , 전라북도 장수군,5.7,1
경상남도 함양군 , 전라북도 장수군,5.5,1
전라북도 완주군 , 전라북도 장수군,4.0,1
충청남도 금산군 , 전라북도 장수군,3.6,1
전라북도 익산시 , 전라북도 장수군,2.2,1
전라북도 임실군 , 전라북도 장수군,2.1,1
대전광역시 유성구 , 전라북도 장수군,2.0,1
대전광역시 동구 , 전라북도 장수군,1.6,1
대전광역시 서구 , 전라북도 장수군,1.4,1
경상남도 진주시 , 전라북도 장수군,1.2,1
전라북도 군산시 , 전라북도 장수군,1.1,1
광주광역시 북구 , 전라북도 장수군,1.0,1
광주광역시 광산구 , 전라북도 장수군,1.0,1
경상남도 산청군 , 전라북도 장수군,0.9,1
대전광역시 대덕구 , 전라북도 장수군,0.9,1
대전광역시 중구 , 전라북도 장수군,0.8,1
 전라북도 장수군,경상남도 통영시,9.0,2
 전라북도 장수군,전라북도 남원시,8.3,2
 전라북도 장수군,전라북도 전주시 완산구,6.9,2
 전라북도 장수군,경상남도 거제시,6.7,2
 전라북도 장수군,전라북도 진안군,6.7,2
 전라북도 장수군,전라북도 무주군,6.4,2
 전라북도 장수군,경상남도 진주시,6.2,2
 전라북도 장수군,전라북도 전주시 덕진구,6.2,2
 전라북도 장수군,경상남도 함양군,4.8,2
 전라북도 장수군,전라북도 완주군,4.0,2
 전라북도 장수군,경상남도 사천시,3.4,2
 전라북도 장수군,경상남도 남해군,2.7,2
 전라북도 장수군,경상남도 산청군,1.9,2
 전라북도 장수군,전라북도 임실군,1.7,2
 전라북도 장수군,경상남도 거창군,1.7,2
 전라북도 장수군,전라북도 군산시,1.3,2
 전라북도 장수군,대전광역시 유성구,1.1,2
 전라북도 장수군,전라북도 익산시,1.0,2
 전라북도 장수군,전라남도 여수시,1.0,2
 전라북도 장수군,충청남도 금산군,1.0,2
