연령대,남성방문 비율,여성방문 비율
70세 이상,3.3,3.8
60~69세,7.9,8.6
50~59세,9.4,10.3
40~49세,8.2,7.7
30~39세,8.8,8.4
20~29세,8.1,9.2
10~19세,2.8,2.7
