동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
41,674,기타가족,오빠_가족_엄마,미식,카페_커피_떡갈비,메타프로방스
12,17,친구,친구,자연경관,숲_바다_산,메타프로방스
11,9,부모님,아빠_할머니_할아버지,휴식/힐링,힐링_나들이,메타프로방스
4,6,연인,커플,문화예술,아트센터_광장,메타프로방스
3,5,배우자,신랑_남편,레포츠/운동,수영장_놀이터,메타프로방스
1,1,싱글,혼자,역사유적,다리,메타프로방스
