연령대,남성방문 비율,여성방문 비율
70세 이상,1.8,2.0
60~69세,5.9,7.8
50~59세,7.9,12.7
40~49세,8.6,9.7
30~39세,11.3,12.7
20~29세,7.1,8.6
10~19세,1.5,1.8
