유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
부산광역시 연제구 , 부산광역시 동래구,21.6,1
부산광역시 금정구 , 부산광역시 동래구,17.4,1
부산광역시 해운대구 , 부산광역시 동래구,14.5,1
부산광역시 부산진구 , 부산광역시 동래구,9.9,1
부산광역시 북구 , 부산광역시 동래구,6.1,1
부산광역시 수영구 , 부산광역시 동래구,4.8,1
부산광역시 기장군 , 부산광역시 동래구,3.6,1
경상남도 양산시 , 부산광역시 동래구,3.1,1
부산광역시 남구 , 부산광역시 동래구,2.9,1
경상남도 김해시 , 부산광역시 동래구,2.3,1
부산광역시 강서구 , 부산광역시 동래구,2.1,1
부산광역시 사상구 , 부산광역시 동래구,2.0,1
부산광역시 동구 , 부산광역시 동래구,1.7,1
부산광역시 사하구 , 부산광역시 동래구,1.3,1
부산광역시 영도구 , 부산광역시 동래구,0.7,1
부산광역시 서구 , 부산광역시 동래구,0.7,1
부산광역시 중구 , 부산광역시 동래구,0.7,1
울산광역시 울주군 , 부산광역시 동래구,0.6,1
경상남도 창원시 성산구 , 부산광역시 동래구,0.4,1
울산광역시 남구 , 부산광역시 동래구,0.3,1
 부산광역시 동래구,부산광역시 연제구,15.2,2
 부산광역시 동래구,부산광역시 해운대구,13.8,2
 부산광역시 동래구,부산광역시 금정구,13.3,2
 부산광역시 동래구,부산광역시 기장군,12.5,2
 부산광역시 동래구,부산광역시 부산진구,7.5,2
 부산광역시 동래구,부산광역시 수영구,6.3,2
 부산광역시 동래구,부산광역시 북구,4.5,2
 부산광역시 동래구,경상남도 양산시,3.7,2
 부산광역시 동래구,부산광역시 남구,3.2,2
 부산광역시 동래구,경상남도 김해시,3.2,2
 부산광역시 동래구,부산광역시 강서구,2.4,2
 부산광역시 동래구,부산광역시 사상구,1.8,2
 부산광역시 동래구,부산광역시 동구,1.3,2
 부산광역시 동래구,부산광역시 사하구,1.1,2
 부산광역시 동래구,울산광역시 울주군,1.1,2
 부산광역시 동래구,부산광역시 중구,1.1,2
 부산광역시 동래구,부산광역시 영도구,1.1,2
 부산광역시 동래구,경상북도 경주시,0.8,2
 부산광역시 동래구,경상남도 창원시 진해구,0.6,2
 부산광역시 동래구,부산광역시 서구,0.6,2
