연령대,남성방문 비율,여성방문 비율
70세 이상,4.7,2.8
60~69세,12.2,8.7
50~59세,13.3,8.0
40~49세,8.8,6.0
30~39세,7.7,6.3
20~29세,7.0,4.8
10~19세,2.3,2.8
