동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
811,7471,연인,애인_여자친구_커플,레포츠/운동,낚시_캠핑_산행
354,3712,친구,친구_절친_지인,미식,맛집_맥주_술
265,1538,기타가족,장모_남매_가족,자연경관,계곡_둘레길_올레길
136,769,자녀,아들_딸_청소년,문화예술,미술관_작은도서관_노래방
93,567,회사동료,대리_동료_직장동료,역사유적,정자_한옥_한옥마을
52,144,학생,고딩_대학생_고등학생,휴식/힐링,힐링_물멍_산멍
52,70,부모님,아부지_아버님_아버지,반려동물,유기견_애완견_애완동물
30,20,싱글,혼자_싱글,체험,한옥스테이_수학여행
16,0,배우자,와이프_신랑_아내,,
