동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
197,3730,기타가족,형님_가족_이모님,미식,맛집_술_소주
190,801,자녀,아들_학생_딸,자연경관,계곡_정원_폭포
71,606,회사동료,대리_동료_직장동료,레포츠/운동,낚시_캠핑_놀이터
70,585,연인,애인_연인_커플,문화예술,노래방_클럽_전시관
49,108,부모님,할머니_어머님_부모님,역사유적,유네스코_정자_한옥마을
30,83,친구,친구_지인,휴식/힐링,나들이_힐링_가을여행
21,11,배우자,부인_남편_와이프,반려동물,유기견_반려동물_펫
19,2,학생,고딩_대학생_중딩,체험,vr체험_승마체험
6,0,싱글,싱글,,
