기준연월,지역명,검색량(건)
202108,서울특별시 강서구 ,519
202109,서울특별시 강서구 ,692
202110,서울특별시 강서구 ,522
202111,서울특별시 강서구 ,1181
202112,서울특별시 강서구 ,243
202201,서울특별시 강서구 ,755
202202,서울특별시 강서구 ,232
202203,서울특별시 강서구 ,782
202204,서울특별시 강서구 ,328
202205,서울특별시 강서구 ,474
202206,서울특별시 강서구 ,431
202207,서울특별시 강서구 ,560
