동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
790,2514,자녀,직장맘_딸_학생,미식,닭똥집_식당_음식점
552,797,기타가족,가정_가족_장인,자연경관,강변_공원_정원
252,638,부모님,부모_모녀_아버지,문화예술,공장_광장_공방
203,231,연인,약혼자_커플_여자친구,반려동물,유기묘_길고양이_동물
162,132,배우자,신부_남편_아내,레포츠/운동,낚시_캠핑_놀이터
157,32,친구,친구_동창,역사유적,다리_유네스코_성당
127,20,학생,고딩_중딩_대학생,휴식/힐링,나들이_테라피_피크닉
98,3,회사동료,대리_부장_동료,체험,수학여행
11,0,싱글,혼자_싱글,,
