순위,관광지명,주소,분류
1,롯데몰/김포공항점,서울 강서구 하늘길 38-0,쇼핑
2,이마트/가양점,서울 강서구 양천로 559-0,쇼핑
3,김포국제공항국내선,서울 강서구 하늘길 111-0,기타관광지
4,NC백화점/강서점,서울 강서구 강서로56길 17-0,쇼핑
5,홈플러스/강서점,서울 강서구 화곡로 398-0,쇼핑
6,강서농산물도매시장,서울 강서구 발산로 40-0,쇼핑
7,김포국제공항,서울 강서구 하늘길 112-0,기타관광지
8,홈플러스/가양점,서울 강서구 양천로 431-0,쇼핑
9,서울식물원,서울 강서구 마곡동로 161-0,휴양관광지
10,쇼골프/김포공항점,서울 강서구 하늘길 233-0,레포츠(육상/해상/항공)
11,롯데마트/김포공항점,서울 강서구 하늘길 38-0,쇼핑
12,수협강서수산시장,서울 강서구 발산로 24-0,쇼핑
13,한샘디자인파크/목동점,서울 강서구 등촌로 11-0,쇼핑
14,삼성전자서비스/강서센터,서울 강서구 공항대로 571-0,쇼핑
15,롯데백화점/김포공항점,서울 강서구 하늘길 38-0,쇼핑
16,김포국제공항국내선,서울 강서구 하늘길 111-0,기타관광
17,국립항공박물관,서울 강서구 하늘길 177-0,문화시설
18,다이소/발산역점,서울 강서구 공항대로 280-0,쇼핑
19,롯데하이마트/메가스토어발산점,서울 강서구 공항대로 297-0,쇼핑
20,화곡본동시장,서울 강서구 까치산로 35-0,쇼핑
21,강서한강공원,서울 강서구 양천로27길 279-23,자연관광지
22,김포국제공항국제선,서울 강서구 하늘길 38-0,기타관광지
23,LG전자베스트샵/강서본점,서울 강서구 공항대로 431-0,쇼핑
24,메가박스/화곡,서울 강서구 화곡로 142-0,공연/행사
25,삼성전자서비스/마곡센터,서울 강서구 공항대로 73-0,쇼핑
26,CGV/등촌,서울 강서구 공항대로45길 63-0,공연/행사
27,방신재래시장,서울 강서구 방화동로16길 32-0,쇼핑
28,메가박스/마곡,서울 강서구 공항대로 247-0,공연/행사
29,SJ등촌골프연습장,서울 강서구 공항대로45길 92-0,레포츠(육상/해상/항공)
30,노브랜드/강서가양점,서울 강서구 양천로 410-0,쇼핑
31,김포국제공항,서울 강서구 하늘길 112-0,기타관광
32,롯데시네마/가양,서울 강서구 양천로 476-0,공연/행사
33,삼성디지털프라자/강서본점,서울 강서구 공항대로 571-0,쇼핑
34,볏골공원,서울 강서구 까치산로4길 22-0,자연관광지
35,허준박물관,서울 강서구 허준로 87-0,문화시설
36,LG전자서비스센터/강서점,서울 강서구 공항대로 431-0,쇼핑
37,송화벽화시장,서울 강서구 강서로45나길 16-0,쇼핑
38,서울식물원,서울 강서구 마곡동로 161-0,문화관광
39,롯데시네마/김포공항,서울 강서구 하늘길 지하 77-0,공연/행사
40,남부시장,서울 강서구 등촌로5길 62-4,쇼핑
41,강서힐스테이트상가,서울 강서구 강서로 242-0,쇼핑
42,서울특별시교육청강서도서관,서울 강서구 등촌로51나길 29-0,문화시설
43,곰달래문화복지센터,서울 강서구 강서로5길 50-0,문화시설
44,XGOLF연습장/김포공항점,서울 강서구 하늘길 233-0,레포츠(육상/해상/항공)
45,노브랜드/강서마곡점,서울 강서구 마곡서로 101-0,쇼핑
46,리바트스타일샵/강서전시장,서울 강서구 공항대로 301-0,쇼핑
47,KBS스포츠월드/2체육관,서울 강서구 공항대로 376-0,기타관광지
48,방화근린공원,서울 강서구 금낭화로 176-0,자연관광지
49,하나로마트/강서농협방화점,서울 강서구 금낭화로 127-0,쇼핑
50,서울식물원호수공원,서울 강서구,자연관광지
51,KBS아레나,서울 강서구 공항대로 376-0,공연/행사
52,가양도서관,서울 강서구 양천로61길 101-0,문화시설
53,베이비플러스/강서점,서울 강서구 강서로 198-0,쇼핑
54,서남물재생센터공원테니스장,서울 강서구 양천로 177-0,레포츠(육상/해상/항공)
55,롯데슈퍼/방화점,서울 강서구 방화대로34길 83-0,쇼핑
56,삼성디지털프라자/마곡본점,서울 강서구 공항대로 73-0,쇼핑
57,동익드미라벨,서울 강서구 마곡서로 101-0,쇼핑
58,킴스클럽/강서점,서울 강서구 강서로56길 17-0,쇼핑
59,리더스퀘어마곡,서울 강서구 마곡중앙6로 45-0,쇼핑
60,까치산시장,서울 강서구 강서로12길 14-0,쇼핑
61,인서울27골프클럽,서울 강서구,레포츠(육상/해상/항공)
62,삼성디지털프라자/메가스토어강서본점,서울 강서구 공항대로 571-0,쇼핑
63,강서한강공원,서울 강서구 양천로27길 279-23,문화관광
64,다이소/가양역2호점,서울 강서구 화곡로 418-0,쇼핑
65,약사사,서울 강서구 금낭화로17길 261-0,역사관광지
66,위니아에이드/강서서비스센터,서울 강서구 공항대로 627-0,쇼핑
67,하나로마트/마곡점,서울 강서구 양천로30길 123-28,쇼핑
68,롯데하이마트/김포공항롯데마트점,서울 강서구 하늘길 38-0,쇼핑
69,강서영어도서관,서울 강서구 곰달래로57가길 26-0,문화시설
70,스페이스K/서울,서울 강서구 마곡중앙8로 32-0,문화시설
71,겸재정선미술관,서울 강서구 양천로47길 36-0,문화시설
72,자이타워골프클럽,서울 강서구 양천로 401-0,레포츠(육상/해상/항공)
73,롯데슈퍼/개화산점,서울 강서구 양천로6길 15-0,쇼핑
74,더클라임/마곡점,서울 강서구 마곡동로 62-0,레포츠(육상/해상/항공)
75,도전볼링장,서울 강서구 공항대로 593-0,레포츠(육상/해상/항공)
76,마곡레포츠센터,서울 강서구 양천로 251-0,레포츠(육상/해상/항공)
