동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
822,42476,연인,애인_여자친구_커플,미식,맛집_찜닭_카페투어
775,1497,학생,고딩_고등학생_대학생,레포츠/운동,캠핑_낚시_태권도장
731,759,자녀,아들_학생_외동,문화예술,노래방_클럽_공장
576,730,회사동료,직원_대리_사원,자연경관,정원_바다_공원
550,359,친구,친구_지인,반려동물,애견_반려동물_길고양이
334,97,싱글,독신_싱글_혼자,역사유적,교회_정자_다리
248,29,기타가족,패밀리_장모_형제,휴식/힐링,피크닉_테라피_힐링
189,6,부모님,친정아버지_어머님_아비,체험,템플스테이_승마체험_쿠킹클래스
27,0,배우자,아내_신랑_와이프,,
