유입지역명,유출지역명,유입유출 비율,유입/유출 구분 코드 (1:유입 / 2:유출)
서울특별시 구로구 , 서울특별시 금천구,14.8,1
경기도 광명시 , 서울특별시 금천구,13.0,1
서울특별시 관악구 , 서울특별시 금천구,9.1,1
서울특별시 영등포구 , 서울특별시 금천구,8.8,1
서울특별시 양천구 , 서울특별시 금천구,4.4,1
경기도 안양시 만안구 , 서울특별시 금천구,3.6,1
서울특별시 동작구 , 서울특별시 금천구,3.4,1
경기도 부천시 , 서울특별시 금천구,3.4,1
경기도 시흥시 , 서울특별시 금천구,3.2,1
서울특별시 강서구 , 서울특별시 금천구,2.6,1
서울특별시 서초구 , 서울특별시 금천구,2.0,1
서울특별시 마포구 , 서울특별시 금천구,2.0,1
서울특별시 강남구 , 서울특별시 금천구,1.8,1
경기도 안양시 동안구 , 서울특별시 금천구,1.8,1
경기도 화성시 , 서울특별시 금천구,1.1,1
인천광역시 서구 , 서울특별시 금천구,1.0,1
인천광역시 남동구 , 서울특별시 금천구,1.0,1
서울특별시 용산구 , 서울특별시 금천구,1.0,1
경기도 김포시 , 서울특별시 금천구,0.9,1
인천광역시 부평구 , 서울특별시 금천구,0.9,1
 서울특별시 금천구,경기도 광명시,19.3,2
 서울특별시 금천구,서울특별시 구로구,8.4,2
 서울특별시 금천구,서울특별시 영등포구,7.3,2
 서울특별시 금천구,서울특별시 관악구,6.2,2
 서울특별시 금천구,경기도 안양시 만안구,4.3,2
 서울특별시 금천구,경기도 시흥시,4.0,2
 서울특별시 금천구,서울특별시 강남구,2.9,2
 서울특별시 금천구,경기도 부천시,2.4,2
 서울특별시 금천구,서울특별시 마포구,2.4,2
 서울특별시 금천구,서울특별시 동작구,2.2,2
 서울특별시 금천구,서울특별시 강서구,2.2,2
 서울특별시 금천구,서울특별시 양천구,2.1,2
 서울특별시 금천구,서울특별시 서초구,2.1,2
 서울특별시 금천구,경기도 의왕시,1.9,2
 서울특별시 금천구,경기도 안양시 동안구,1.9,2
 서울특별시 금천구,서울특별시 중구,1.4,2
 서울특별시 금천구,인천광역시 연수구,1.3,2
 서울특별시 금천구,서울특별시 송파구,1.3,2
 서울특별시 금천구,경기도 화성시,1.2,2
 서울특별시 금천구,서울특별시 용산구,1.2,2
