동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
1494,15170,기타가족,오빠_가족_엄마,미식,라면_맛집_맥주
388,1558,친구,친구_절친_프렌드,자연경관,바다_해수욕장_해안
386,1246,연인,남친_커플_여자친구,레포츠/운동,낚시_캠핑_태권도장
375,991,회사동료,대리_직원_동료,문화예술,노래방_광장_책방
73,794,부모님,할아버지_아빠_할머니,휴식/힐링,나들이_힐링_요트투어
58,158,자녀,아들_학생_청소년,반려동물,펫_애견_반려동물
51,73,학생,중딩_중학생_고딩,역사유적,교회_한옥마을_유네스코
29,23,배우자,남편_신랑_와이프,체험,갯벌체험_수학여행
18,0,싱글,싱글_혼자,,
