연령대,남성방문 비율,여성방문 비율
70세 이상,2.6,2.9
60~69세,7.6,7.6
50~59세,10.5,11.7
40~49세,8.2,7.6
30~39세,9.4,6.8
20~29세,8.6,8.4
10~19세,2.7,3.3
