연령대,남성방문 비율,여성방문 비율
70세 이상,5.3,3.9
60~69세,13.2,8.3
50~59세,15.9,12.1
40~49세,8.1,8.5
30~39세,5.8,4.2
20~29세,4.6,3.6
10~19세,2.4,3.5
