연령대,남성방문 비율,여성방문 비율
70세 이상,3.4,3.0
60~69세,13.0,9.5
50~59세,17.8,12.7
40~49세,8.4,6.6
30~39세,8.5,3.8
20~29세,4.2,3.7
10~19세,2.3,1.8
