연령대,남성방문 비율,여성방문 비율
70세 이상,8.9,5.0
60~69세,12.3,8.7
50~59세,12.7,12.0
40~49세,9.2,8.1
30~39세,5.0,4.1
20~29세,3.3,2.6
10~19세,4.4,2.8
