연령대,남성방문 비율,여성방문 비율
70세 이상,4.1,4.2
60~69세,4.7,7.0
50~59세,4.9,7.0
40~49세,8.4,8.4
30~39세,11.0,13.7
20~29세,8.4,10.7
10~19세,2.3,4.0
