기준연월,지역명,검색량(건)
202108,경기도 김포시 ,1349
202109,경기도 김포시 ,1750
202110,경기도 김포시 ,2847
202111,경기도 김포시 ,3111
202112,경기도 김포시 ,686
202201,경기도 김포시 ,720
202202,경기도 김포시 ,708
202203,경기도 김포시 ,519
202204,경기도 김포시 ,221
202205,경기도 김포시 ,496
202206,경기도 김포시 ,780
202207,경기도 김포시 ,672
