기준연월,지역명,방문자 수
202108,경기도 김포시 ,4183428.0
202110,경기도 김포시 ,4776877.0
202109,경기도 김포시 ,4727027.0
202111,경기도 김포시 ,4100850.0
202112,경기도 김포시 ,3923404.0
202201,경기도 김포시 ,4041730.0
202202,경기도 김포시 ,3450715.0
202203,경기도 김포시 ,4088180.0
202204,경기도 김포시 ,4220747.0
202205,경기도 김포시 ,4610771.0
202206,경기도 김포시 ,4256635.0
202207,경기도 김포시 ,4446764.0
