연령대,남성방문 비율,여성방문 비율
70세 이상,2.1,2.0
60~69세,8.0,4.7
50~59세,12.7,7.7
40~49세,13.7,5.9
30~39세,13.8,6.6
20~29세,11.1,7.6
10~19세,1.7,1.7
