연령대,남성방문 비율,여성방문 비율
70세 이상,4.4,1.4
60~69세,6.4,2.3
50~59세,9.0,10.2
40~49세,9.0,9.0
30~39세,8.8,7.1
20~29세,9.1,10.9
10~19세,4.3,4.1
