동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드,
117,906,기타가족,가족_이모_가정,역사유적,민속촌_한옥_관아,한국민속촌
29,227,부모님,할머니_아빠_부모님,미식,카페_식당_김치전,한국민속촌
27,79,연인,연인_커플_남자친구,자연경관,공원_시골_동산,한국민속촌
21,70,자녀,아들_딸_청소년,레포츠/운동,놀이동산_놀이공원_테마파크,한국민속촌
19,62,친구,지인_친구,휴식/힐링,나들이_힐링_즐길거리,한국민속촌
8,34,배우자,남편_신랑,체험,승마체험_한복체험_국궁체험,한국민속촌
2,22,회사동료,직원,문화예술,박물관_공연장_공방,한국민속촌
2,0,학생,초등학생,,,한국민속촌
