기준연월,지역명,검색량(건)
202108,경기도 양주시 ,2525
202109,경기도 양주시 ,2659
202110,경기도 양주시 ,3617
202111,경기도 양주시 ,5323
202112,경기도 양주시 ,806
202201,경기도 양주시 ,1043
202202,경기도 양주시 ,590
202203,경기도 양주시 ,382
202204,경기도 양주시 ,517
202205,경기도 양주시 ,722
202206,경기도 양주시 ,2376
202207,경기도 양주시 ,1526
