동반유형_빈도수,여행유형/트렌드_빈도수,동반유형,동반유형 관련 키워드,여행유형/트렌드,여행유형/트렌드 관련 키워드
225,688,연인,애인_연인_커플,미식,라면_맛집_술
52,107,기타가족,엄마_가정_오빠,문화예술,노래방_공장_클럽
26,98,자녀,아들_딸,레포츠/운동,캠핑_수영장_등산
26,78,회사동료,대리_직원_동료,자연경관,전망대_바닷가_산
13,19,부모님,할아버지_부모님_어머니,역사유적,생가_다리_정자
8,12,배우자,신랑_부인,휴식/힐링,힐링_불멍_가을여행
3,5,친구,지인_친구,반려동물,애견_동물_유기견
3,0,학생,고딩_중딩,,
