순위,업소명,주소,분류,합산 검색 수
1,의령소바본점,경남 의령군 의병로18길 3-5,한식,7854
2,화정소바,경남 의령군 의병로18길 9-3,한식,4054
3,중동식당,경남 의령군 충익로 47-14,한식,3707
4,종로식당,경남 의령군 충익로 47-6,한식,3638
5,초가산장,경남 의령군 홍의로 273-0,한식,2483
6,투썸플레이스의령행복로점,경남 의령군 행복로 14-0,카페/찻집,1276
7,금오암소한마당,경남 의령군 대의로 53-7,한식,986
8,그린프로그,경남 의령군 법정로 971-0,카페/찻집,927
9,수정식당,경남 의령군 의병로23길 6-0,외국식,860
10,재건식육식당,경남 의령군 청계로 10-2,한식,832
11,해드니전골,경남 의령군 홍의로 194-0,한식,730
12,의령농가밥상,경남 의령군 의병로14길 19-5,한식,726
13,부자한우촌,경남 의령군 법정로8길 4-6,한식,722
14,정원이야기카페,경남 의령군 청정로 2014-0,카페/찻집,713
15,다시식당,경남 의령군 의병로18길 6-0,한식,626
16,수암55,경남 의령군 수암로 55-0,카페/찻집,614
17,추성한우촌,경남 의령군 대의로 31-15,한식,599
18,들찬식당,경남 의령군 자굴산로 142-0,한식,567
19,꽃피는 산골,경남 의령군 수암로 278-16,한식,544
20,풀내음,경남 의령군 홍의로3길 11-0,한식,516
21,롯데리아경남의령점,경남 의령군 행복로 7-0,간이음식,440
22,의령소고기국밥촌,경남 의령군,기타음식,336
23,헬리오,경남 의령군 진의로8길 24-4,카페/찻집,310
24,청송한우가든,경남 의령군 남강로 773-0,한식,301
25,파리바게뜨경남의령점,경남 의령군 충익로 24-0,간이음식,287
26,해비치,경남 의령군 자굴산로 108-1,카페/찻집,211
27,자굴산산장가든,경남 의령군 자굴산로4길 31-0,한식,195
28,김할머니의령소바의령본점,경남 의령군 의병로16길 29-0,한식,189
29,오리궁,경남 의령군,외국식,172
30,오서방소고기국밥,경남 의령군 충익로 47-5,한식,150
31,배스킨라빈스경남의령점,경남 의령군 행복로1길 87-0,간이음식,146
32,엔제리너스경남의령점,경남 의령군 의병로16길 24-1,카페/찻집,125
33,제일식육식당,경남 의령군 대의로 52-0,외국식,112
34,한오백년식당,경남 의령군 벽화로 622-6,한식,102
35,해밀,경남 의령군 중리로 188-0,한식,96
36,두리양평해장국,경남 의령군 충익로 16-9,한식,82
37,후카츠,경남 의령군 의병로9길 16-0,외국식,81
38,제일소바,경남 의령군 의병로 222-0,외국식,80
39,장군,경남 의령군 신번로 98-0,한식,78
40,맛있는가든,경남 의령군 홍의로 261-0,한식,66
41,커피루,경남 의령군 의병로16길 16-1,카페/찻집,63
42,대림정식당,경남 의령군 새가례로 31-0,한식,58
43,의령돼지국밥,경남 의령군 의령대로 1085-5,한식,50
44,도자기에국시한그릇,경남 의령군 의령대로 1085-6,한식,48
45,곤지암할매소머리국밥의령점,경남 의령군 청정로 2221-0,한식,45
46,자굴산돼지국밥,경남 의령군 의병로 96-0,한식,44
47,동동좋은아침,경남 의령군 남산로 7-18,카페/찻집,41
